# YLR406C_YDL075W YER131W_YGL189C YDR502C_YLR180W YML026C_YDR450W YNL301C_YOL120C YHR106W_YDR353W YIL057C_YER067W YPL087W_YBR183W YNL069C_YIL133C YDR518W_YCL043C YGR043C_YLR354C YPR157W_YGR141W YDR099W_YER177W YBR024W_YBR037C YPL037C_YDR252W YMR143W_YDL083C YPR159W_YGR143W YJL177W_YKL180W YGL133W_YPL216W YJR048W_YEL039C YBR191W_YPL079W YER074W_YIL069C YDR418W_YEL054C YNL049C_YIL109C YBR117C_YPR074C YPL232W_YMR183C YLR284C_YOR180C YBL087C_YER117W YGL062W_YBR218C YIR033W_YKL020C YMR243C_YOR316C YLR333C_YGR027C YMR142C_YDL082W YER102W_YBL072C YAL056W_YOR371C YDR438W_YML018C
1.120000000000000000e+02 1.180000000000000000e+02 3.810000000000000000e+02 1.400000000000000000e+02 1.850000000000000000e+02 3.180000000000000000e+02 1.550000000000000000e+02 3.060000000000000000e+02 1.970000000000000000e+02 4.980000000000000000e+02 3.310000000000000000e+02 4.030000000000000000e+02 2.480000000000000000e+02 2.770000000000000000e+02 1.420000000000000000e+02 1.340000000000000000e+02 6.690000000000000000e+02 1.830000000000000000e+02 9.540000000000000000e+02 1.080000000000000000e+02 1.590000000000000000e+02 1.330000000000000000e+02 1.630000000000000000e+02 8.340000000000000000e+02 6.790000000000000000e+02 2.880000000000000000e+02 2.680000000000000000e+02 1.360000000000000000e+02 1.129000000000000000e+03 8.370000000000000000e+02 3.730000000000000000e+02 1.070000000000000000e+02 1.970000000000000000e+02 1.980000000000000000e+02 6.550000000000000000e+02 3.310000000000000000e+02
-1.182136614015732675e+03 -1.211077320357031795e+03 -5.784113814834813638e+03 -1.382140730949488670e+03 -2.142245406736733912e+03 -5.817498028213234647e+03 -3.314505664629805779e+03 -7.220056536457579568e+03 -2.334082680460909160e+03 -1.269025927679863344e+04 -6.811286405716520676e+03 -9.465772750939184334e+03 -3.491437220013282058e+03 -6.775361037207889240e+03 -2.960832134347724605e+03 -1.218876472194672942e+03 -1.428891999145177033e+04 -1.842294925631562364e+03 -2.836118044722164996e+04 -1.881275604427125018e+03 -1.478851878942588201e+03 -1.257825394919742394e+03 -1.751240349426411285e+03 -1.893027048369318072e+04 -1.345046869121599048e+04 -5.797799181546689397e+03 -7.350503780238078434e+03 -1.372143454662594650e+03 -1.888684057416758878e+04 -2.176869423132234078e+04 -8.733400851075530227e+03 -1.265268655381320514e+03 -2.059259733174623307e+03 -2.062983407682781035e+03 -1.855701906269384199e+04 -8.465946072329932576e+03
3.227907625880314657e-01 3.289094795457759846e-01 2.606992935601716854e-01 2.981627282582602345e-01 2.810218169420085066e-01 2.867871994706189809e-01 2.827274301779194032e-01 2.872956481897945280e-01 2.815274296626141814e-01 2.808173736510992113e-01 2.814795249186624604e-01 3.027965090158975525e-01 2.882907491700337221e-01 2.902755508778172011e-01 3.254948064969842014e-01 2.983283099171348263e-01 3.136809012967567978e-01 3.094278115049516886e-01 3.537330570346032266e-01 3.020643537401523360e-01 2.985328460114290428e-01 3.041389218460705535e-01 2.985584374435730770e-01 3.126499802878610623e-01 2.748882834707199740e-01 3.189774317006803250e-01 2.954276495324729135e-01 2.678494870089525026e-01 2.815956865542858512e-01 3.251653568627882462e-01 2.756919276935824725e-01 2.910862695072894968e-01 3.177162560388176460e-01 2.930748873662982756e-01 3.362544295036127284e-01 2.736186673155354132e-01
1.863965644114541353e-01 2.398763489004491212e-01 2.339733385408851174e-01 2.093892540163715399e-01 2.118567830454368695e-01 2.105297085539621638e-01 2.150832196857618839e-01 1.721879141884499753e-01 2.032203871693950559e-01 2.504935489633784984e-01 2.281253849283886304e-01 1.834690186977777360e-01 2.252276728837330211e-01 1.980649809918959559e-01 2.285574933133640851e-01 2.010946536089903980e-01 1.776733378466029689e-01 2.276656283905068578e-01 1.647211568716453189e-01 2.000193084589683978e-01 2.190135646363898236e-01 2.130612732154025801e-01 2.093443120948411673e-01 1.889336450693770708e-01 2.283595118036234051e-01 2.079256800578639930e-01 1.805596766865495972e-01 1.908162159834579652e-01 2.064821965465621356e-01 1.881286478283179797e-01 2.051756963932105382e-01 2.202434759129104358e-01 2.191254457728944172e-01 2.142121819726669762e-01 1.709384757941905808e-01 1.969048894954677220e-01
2.018356000621811808e-01 1.806920235015832266e-01 2.032190589312984075e-01 2.037256834524431848e-01 2.052545849579379689e-01 2.129366318149963355e-01 2.316381068711123592e-01 2.078098659365433254e-01 2.032572781522674343e-01 1.953721543082101442e-01 1.957602669034106679e-01 2.149978015603378201e-01 1.744205084667275196e-01 2.271948465872697387e-01 1.783263864358832218e-01 1.894145368432615106e-01 1.794329633950344505e-01 1.776972740798866690e-01 1.908809548516838817e-01 2.255553427859853521e-01 1.902982857113978687e-01 2.013159516544555105e-01 1.857209014404438974e-01 1.797178514500546165e-01 1.895856740597825774e-01 2.189069109672605040e-01 2.403688072920695806e-01 2.205237022862812368e-01 1.973446871953683235e-01 1.920349139797328242e-01 2.009160230193946239e-01 1.956964382327983643e-01 1.932164479137469526e-01 2.046540168528203363e-01 1.987832525581274545e-01 2.167930919509051813e-01
2.889770729383331904e-01 2.505221480521916955e-01 3.021083089676447897e-01 2.887223342729250408e-01 3.018668150546166551e-01 2.897464601604224366e-01 2.705512432652063537e-01 3.327065716852121713e-01 3.119949050157233561e-01 2.733169230773121461e-01 2.946348232495381581e-01 2.987366707259868637e-01 3.120610694795057927e-01 2.844646215430171599e-01 2.676213137537685194e-01 3.111624996306132651e-01 3.292127974616058661e-01 2.852092860246547845e-01 2.906648312420675451e-01 2.723609950148939141e-01 2.921553036407832926e-01 2.814838532840713281e-01 3.063763490211418583e-01 3.186985231927072504e-01 3.071665306658740158e-01 2.541899772741951780e-01 2.836438664889079919e-01 3.208105947213083509e-01 3.145774297037836065e-01 2.946710813291609776e-01 3.182163528938123376e-01 2.929738163470016477e-01 2.699418502745409842e-01 2.880589138082144118e-01 2.940238421440692917e-01 3.126833512380917668e-01
6.276815972645994002e+00 6.784734797088342262e+00 3.855932081354487728e+00 5.475067707402451411e+00 5.303315949539051388e+00 3.665875965618043519e+00 2.226748144791257822e+00 2.727830736120229638e+00 5.446638684230144634e+00 2.489082550754530665e+00 2.956596931957622409e+00 2.570421545324657053e+00 5.415899500095162189e+00 2.388612462076886267e+00 2.708509816074056165e+00 1.154627217813545492e+01 3.036839899316939650e+00 6.448335206114723661e+00 2.741970408819295990e+00 2.870189512784491193e+00 8.472250098208011337e+00 8.995774275697772993e+00 8.398664532570203178e+00 2.916999215207016327e+00 2.837079246680264344e+00 3.076547017755156599e+00 2.431295227898502276e+00 8.432117302198449238e+00 3.490113037654138051e+00 2.652869894371491455e+00 2.632332479854527119e+00 5.588006830973741401e+00 7.203424437352973442e+00 7.100704148066969701e+00 2.517168932785845303e+00 2.841380014716665681e+00
8.475150611682807922e-02 5.255866686576014801e-02 4.062428998246842698e-02 7.528463864046514020e-02 1.281077399240798109e-01 5.848255752295501708e-02 3.433240256246550964e-02 6.581812001710483917e-02 1.668161300266190472e-01 1.103720632353960562e-01 1.037842360704002848e-01 7.091869398075682784e-02 2.473612044501068835e-02 8.753344581667792113e-02 1.485216425342079927e-01 2.858338571183853885e-02 7.154305411134707915e-02 9.539781176838857402e-02 1.838578845503872350e-01 6.194869307336008796e-02 8.906745458102595381e-02 1.364416790194794282e-01 7.559346127627981915e-02 7.181839225004429950e-02 8.025737308331133690e-02 4.941068111862234602e-02 9.141530619096260857e-02 5.509367276257932933e-02 4.697770269254449710e-02 8.370791981758621270e-02 9.777271169097065395e-02 1.475762777582990681e-01 2.173096094478661200e-01 1.867455560590684793e-01 1.214050114436988903e-01 1.014851182684507330e-01
1.731296370643766735e+00 1.297068788226165115e+00 5.480967611558943409e-01 3.752940352131373114e+00 2.502511142307893621e+00 1.718009775443625209e-01 2.925399291745700570e-01 1.207523371701397646e-01 1.307825101040373417e+00 1.633718381408523213e-01 6.035573723179810113e-02 5.930636069851513703e-02 3.760109845447722754e-01 1.043007545628530930e-01 2.184762423563799960e-01 3.455010265726114138e+00 2.449988476347045863e-01 1.951791927968813845e+00 1.444178228025001266e-02 4.029483487148452503e-01 4.068770640350779288e+00 7.976369432874432341e+00 1.361078173335510400e+00 1.719711532229581397e-01 1.418722624395371834e-01 2.589469576627719816e-01 3.195654046564617295e-02 2.940891080946487435e+00 1.088263759507839268e+00 1.221384372865541440e-01 7.661666956825911867e-02 3.423675930036840676e+00 5.695360406409333720e+00 4.938624874214159632e+00 7.694157532466353033e-02 2.678010224224000937e-02
4.332962423780302441e-02 1.713980583472846098e-02 1.345882548266866818e-01 3.982618476978810884e-02 5.321159199940028795e-10 6.696434579182855562e-02 4.838885343959365981e-01 3.036050532756696674e-01 5.939099718682725598e-02 6.592766121723972472e-02 2.553552334377954258e-01 4.269954104931273915e-05 3.731293419020129815e-02 6.003448270875327841e-02 2.264298869463867228e-02 3.059023205018257859e-07 1.043049661605317535e-01 1.164167803464607673e-02 4.695704040468450247e-01 2.156698220308041550e-02 3.059023205018257859e-07 2.762437185665131328e-12 1.189266349735549136e-02 3.288585291611628159e-01 4.217130879226502205e-02 4.072605179758214677e-01 1.248094056554970438e-01 1.071870040931026738e-02 1.280136074706452465e-01 4.382417526709214695e-01 2.253559579890151710e-01 1.569493667462254607e-08 3.419887264167423974e-02 3.595005557788862049e-02 2.902690643616169242e-01 6.975863745120114423e-01
