# YLR406C_YDL075W YER131W_YGL189C YDR502C_YLR180W YML026C_YDR450W YNL301C_YOL120C YHR106W_YDR353W YIL057C_YER067W YPL087W_YBR183W YNL069C_YIL133C YDR518W_YCL043C YGR043C_YLR354C YPR157W_YGR141W YDR099W_YER177W YBR024W_YBR037C YPL037C_YDR252W YMR143W_YDL083C YPR159W_YGR143W YJL177W_YKL180W YGL133W_YPL216W YJR048W_YEL039C YBR191W_YPL079W YER074W_YIL069C YDR418W_YEL054C YNL049C_YIL109C YBR117C_YPR074C YPL232W_YMR183C YLR284C_YOR180C YBL087C_YER117W YGL062W_YBR218C YIR033W_YKL020C YMR243C_YOR316C YLR333C_YGR027C YMR142C_YDL082W YER102W_YBL072C YAL056W_YOR371C YDR438W_YML018C
3.360000000000000000e+02 3.540000000000000000e+02 1.143000000000000000e+03 4.200000000000000000e+02 5.550000000000000000e+02 9.540000000000000000e+02 4.650000000000000000e+02 9.180000000000000000e+02 5.910000000000000000e+02 1.494000000000000000e+03 9.930000000000000000e+02 1.209000000000000000e+03 7.440000000000000000e+02 8.310000000000000000e+02 4.260000000000000000e+02 4.020000000000000000e+02 2.007000000000000000e+03 5.490000000000000000e+02 2.862000000000000000e+03 3.240000000000000000e+02 4.770000000000000000e+02 3.990000000000000000e+02 4.890000000000000000e+02 2.502000000000000000e+03 2.037000000000000000e+03 8.640000000000000000e+02 8.040000000000000000e+02 4.080000000000000000e+02 3.387000000000000000e+03 2.511000000000000000e+03 1.119000000000000000e+03 3.210000000000000000e+02 5.910000000000000000e+02 5.940000000000000000e+02 1.965000000000000000e+03 9.930000000000000000e+02
-1.273888496792215165e+03 -1.327880762803211610e+03 -6.720679275190144836e+03 -1.468991954490360285e+03 -2.254783203570711976e+03 -6.665860109616875889e+03 -3.730046272050944481e+03 -8.086080485973553550e+03 -2.461871381843713152e+03 -1.363470215643203301e+04 -7.502749906617620582e+03 -1.058955274972018378e+04 -4.119589919383776760e+03 -7.499436246598299476e+03 -3.188783966896170568e+03 -1.335916495410286643e+03 -1.592970374901780815e+04 -1.963226837378753771e+03 -3.008152306280238554e+04 -2.142239056444142079e+03 -1.566814161075176798e+03 -1.315076312395944342e+03 -1.882023543230010546e+03 -2.108961912591302462e+04 -1.510355730454401419e+04 -6.627567267147032908e+03 -8.033420771426332976e+03 -1.478592015490517724e+03 -2.172913786554084800e+04 -2.377402508872699036e+04 -9.655404080851591061e+03 -1.335246113660800802e+03 -2.135735286789143629e+03 -2.126928689159643909e+03 -1.995732065981015694e+04 -9.236745237784984056e+03
2.995102307355319571e-01 3.119765291825278841e-01 2.460972975786173966e-01 2.850734710854905263e-01 2.690861888176811489e-01 2.674574064991398492e-01 3.210917452512976333e-01 2.606204124134094968e-01 2.699510189245708514e-01 2.837058894822390709e-01 2.902374984613796394e-01 2.666523192020365252e-01 2.698106168725581400e-01 2.879087563643045189e-01 3.245450361604922396e-01 2.816899727312781598e-01 2.835412265182581382e-01 2.926140688007089485e-01 3.385810496032721217e-01 3.085063727025634250e-01 2.847383587457196774e-01 2.908208267326187202e-01 2.826417158559437759e-01 2.970530322265285128e-01 2.623721490887067631e-01 3.234854545187305641e-01 2.913104070766471265e-01 2.367557851014524262e-01 2.564406971086987674e-01 3.130989135368280607e-01 2.645978047538353195e-01 2.865090380723354646e-01 3.028303076576471797e-01 2.763416505495535080e-01 3.174384827200816273e-01 2.660405789674767929e-01
2.054627446405296876e-01 2.642832188807270333e-01 2.469878411884404157e-01 2.335194590905155798e-01 2.396510524109963791e-01 2.405882569464758980e-01 2.328721228228688156e-01 1.889554333537045439e-01 2.302490583943210267e-01 2.459024901610287472e-01 2.302167367528328568e-01 2.221107166977660252e-01 2.540566665843319027e-01 2.140745981670986176e-01 2.453039246648738292e-01 2.283216928101152454e-01 2.347965805784310023e-01 2.567167839414203900e-01 1.899288990760669982e-01 2.232273133146447652e-01 2.372694861700160862e-01 2.317647933108714642e-01 2.410359279338024352e-01 2.238330983978868149e-01 2.461336613506585058e-01 2.197616991190457225e-01 2.005940883314241419e-01 2.216651944568878707e-01 2.414134226545464890e-01 2.149299183489701004e-01 2.355127437391781875e-01 2.378877535626163497e-01 2.416683737552056677e-01 2.393424837755946111e-01 2.033096688315360334e-01 2.066702050703753402e-01
1.991900296806389803e-01 1.794617842287253295e-01 2.033161063157020443e-01 1.943989171257833881e-01 2.058665420743824859e-01 2.181672670485608756e-01 1.905428144273299540e-01 2.066759896824816312e-01 2.030133679827088033e-01 1.931719514976840135e-01 1.946304412129240269e-01 2.214225849281655223e-01 1.808220593268536902e-01 2.108361022175068433e-01 1.847880123640959216e-01 1.828813527814824313e-01 1.929228714313645510e-01 1.812532895546909995e-01 1.926984501717955989e-01 2.063838256203189836e-01 1.888440303210802973e-01 1.947026393920193443e-01 1.824283517051348280e-01 1.841072092389674508e-01 2.033202034558327653e-01 2.052817725396276216e-01 2.190943510330286559e-01 2.227315603542159572e-01 2.129031380693315878e-01 1.846290529303964700e-01 1.997908944666457742e-01 1.899406414376973995e-01 1.971407063939218107e-01 2.090192936294746895e-01 1.993167166688447067e-01 1.988855727197131884e-01
2.958369949432993473e-01 2.442784677080197808e-01 3.035987549172401989e-01 2.870081526982105613e-01 2.853962166969400971e-01 2.737870695058233217e-01 2.554933174985036248e-01 3.437481645504042449e-01 2.967865546983992631e-01 2.772196688590481961e-01 2.849153235728634770e-01 2.898143791720318996e-01 2.953106572162562671e-01 2.871805432510899370e-01 2.453630268105380097e-01 3.071069816771241356e-01 2.887393214719464196e-01 2.694158577031796620e-01 2.787916011488652535e-01 2.618824883624728539e-01 2.891481247631838558e-01 2.827117405644904991e-01 2.938940045051189887e-01 2.950066601366172492e-01 2.881739861048019380e-01 2.514710738225960918e-01 2.890011535589001035e-01 3.188474600874437459e-01 2.892427421674231836e-01 2.873421151838053689e-01 3.000985570403407188e-01 2.856625669273508139e-01 2.583606121932253696e-01 2.752965720453771636e-01 2.799351317795376604e-01 3.284036432424346508e-01
1.043183154972297366e+01 9.908813980966712620e+00 6.145080776174395076e+00 9.408839184068558126e+00 7.591719003900977647e+00 5.083880159377977215e+00 4.118777539640824159e+00 3.415102423980572510e+00 7.507006041556206100e+00 3.620443017316071543e+00 4.461512153807816183e+00 3.319853877995321056e+00 8.472350349911362599e+00 3.556853442384923181e+00 4.242444888213214860e+00 2.151930464960488720e+01 3.574455961429638950e+00 8.941462157941378663e+00 3.507702006401776540e+00 4.694878570893848746e+00 1.184574217906045135e+01 1.343172348462944576e+01 1.185523626330840941e+01 3.662504796224722359e+00 3.981425620858516368e+00 4.586932031085061645e+00 3.554304963426427655e+00 1.112524963725010707e+01 5.048966257147756487e+00 3.590285376511647808e+00 3.416560765629959917e+00 7.974346345154993188e+00 9.434086408755577580e+00 8.832382579469754802e+00 3.082590452925354274e+00 3.575577607225551624e+00
7.623689294939357097e+00 6.745115903109833333e+00 2.674242124729385939e+00 1.542971969359996542e+01 9.968121479025157328e+00 1.609419068347613502e+00 8.699442046712317911e-01 3.802407469375307936e-01 4.137858037392903476e+00 2.322847771212043777e-01 5.411924713177138635e-01 4.733435239781430548e-01 3.447877576035351055e+00 3.600797160837470590e-01 4.470320140978188417e-01 1.361515715217250388e+01 1.034267905408907673e+00 8.933735511097014026e+00 7.216809965707328411e-02 2.133878010869017405e+00 1.526139637306676988e+01 2.446367700930787947e+01 7.653087481448101137e+00 4.798510565963582941e-01 5.349289086543034255e-01 9.821284335527301623e-01 2.000403062286587319e-01 1.349558777326281067e+01 4.078050188946247268e+00 2.686832842529515708e-01 5.397709674608699437e-01 1.060179224150642341e+01 1.581802436675778267e+01 1.625930638661797900e+01 1.583350217515102909e-01 1.172212055228810529e-01
2.628545781828179814e-02 1.808699936109751938e-02 5.020716236152113210e-02 2.773196729199090688e-02 1.802346191453259999e-02 4.641549395302849851e-02 7.386261173402716707e-02 5.531374307481074643e-02 2.956109243612478274e-02 1.752178621086886851e-02 7.012964128979107259e-02 4.161197764292072498e-02 4.802307177150358375e-02 4.921286710331850001e-02 1.489905569687811210e-02 1.057850844455443529e-02 6.684075569132637284e-02 1.864638918281298283e-02 1.021569773513257007e-01 2.377364416400550365e-02 1.783645658368838982e-02 1.551635117310120639e-02 2.178618356182019863e-02 6.358872569254354901e-02 1.274198352737959672e-02 6.684831720449187220e-02 4.417539369802642168e-02 2.452079375578822967e-02 6.276114610550623252e-02 7.645867140059753320e-02 6.217487555613113864e-02 7.093680170175781230e-03 1.930481951205702956e-02 2.693766752401724474e-02 6.311607281884730469e-02 1.023727453310550178e-01
7.307017585827148276e-02 6.589481668738791931e-02 1.500184399914294697e-01 6.572137935147545629e-02 7.146525598063027673e-02 1.967588943718917849e-01 3.106540960427256470e-01 4.045177164941169412e-01 9.269409374370027321e-02 4.278286093318652838e-01 2.579550370243391955e-01 3.539011042204389113e-01 1.488822337544876417e-01 3.882022704144434955e-01 2.441087249171511320e-01 5.280303024233854586e-02 2.898553664200327340e-01 7.038533729498171188e-02 5.345026347716756998e-01 1.865887001644248033e-01 5.528314662801312590e-02 6.375037469106606403e-02 7.793948525354905954e-02 3.387072912829275917e-01 2.390020843805014394e-01 2.927680553313002920e-01 5.024536052117934970e-01 6.780913508321684269e-02 1.795832751604275190e-01 5.100898007390622935e-01 3.224794151917632634e-01 1.115934205999420253e-01 6.660851416582086459e-02 7.040399646047690307e-02 5.422640736037280806e-01 4.578924289044304374e-01
